comb_idx,OBSID,NCTETID,text,student_reasoning,annotator_comment
4387_157,4387,14011,"Since forty hundredths and four tenths are the same, does it matter which one we put?",0.0,
337_90,337,14030,Because it’s after the decimal and it doesn't matter.,1.0,
2535_87,2535,11074,"I already did the front, I’m still working on—I’m trying to the top of the—",0.0,
1073_216,1073,13009,"[Inaudible] 8 times 4, 32 plus 1 equals 33, and [inaudible] the denominator so that's [inaudible].",0.0,
4204_24,4204,14013,"An equivalent fraction is – you can say it two ways, like say you have 6/12ths, that’s really one-half and I found this out that 6 is half of 12 and you can say one-half.  That’s an easy one for me; that’s where I [inaudible].",1.0,
893_5,893,14087,If you don’t see a decimal in a problem?,0.0,
2130_89,2130,14063,To write a fraction so that the numerator –,0.0,
2816_49,2816,11004,"Okay.  So if you multiply one third times 3, it equals one whole, but also if you multiply two sixths times 3 it equals one whole.  That's [inaudible].",0.0,
2511_327,2511,12013,Cause that’s how many hearts there are in each cup.,1.0,
65_248,65,12009,"As in, if you had $12.00 and you had to pay $6.00, you'd get $6.00 back.",0.0,from transcript
4536_121,4536,14029,One.  Now how many of these twelfths do you need to make one- fourth?,0.0,from transcript
1164_276,1164,13040,The next one is gonna be so hard.,0.0,
4162_164,4162,14035,David spent two [inaudible] on his books.  The books totaled -,0.0,
982_27,982,13045,Because you’re trying to see how much that each [Inaudible],1.0,
101_195,101,11052,"Teacher, there’s a easier way instead of doing that.  You could combine 2 times 6 –",1.0,
138_29,138,11020,You're going to add 50 miles to the 250.,0.0,
2951_94,2951,12033,"Then whatever that is, you do that times 6.",0.0,
965_149,965,12016,"What about if there’s one number, it’s a whole?",1.0,
4245_58,4245,11070,It’s like this in the cookie and [Inaudible]—,0.0,
2154_102,2154,12056,He said you can take the one and split it in half.,1.0,
709_515,709,14092,Because from here to here and from here to here it’s 15.,1.0,
2672_296,2672,12044,Can we write the little 2 on the –?,0.0,
2470_167,2470,11059,"[Can you] divide it, you would say since 8 is the denominator, you would say – you would do with the remainder.  So it would be one and four eighths.",1.0,
2298_147,2298,11047,This would be 15 times 8.  And then –,0.0,
32_94,32,11025,"Because, yeah, because if this is one-sixths, and if I [inaudible] one-sixths [inaudible] it would be [inaudible].",1.0,
4118_74,4118,14021,They might not have crossed out the 2 when they borrowed.,1.0,
2187_23,2187,14016,Products of a number times any other factor.  The smallest number of a multiple is itself.,0.0,
4134_81,4134,14117,"You have to line up your place value.  I go greatest, and what I do when I subtract, just so I don’t [inaudible] with my subtraction, I put a 0 right here to hold my place, and then I’m going to go down and put my decimal down here, and then I’m just going to subtract.",0.0,
2626_117,2626,13095,"I did [inaudible] plus the numbers of the three shapes, I put it into a number fences which was 6 is star, and, and triangle is 5 so that’s six plus five, and the square is 3 so the problem says star plus triangle plus square, minus square. I put that into another problem with the numbers and I got 8.",0.0,
2471_81,2471,11049,You told us the larger the digit is the more you don’t have to count.,1.0,
2566_13,2566,11048,Factors are the numbers that you multiply to get a [inaudible].,0.0,
3035_33,3035,13095,You subtract 25 cents from a dollar and [inaudible].,0.0,
998_183,998,13079,"Oh, we are going to do that one?",0.0,
78_161,78,11004,Because one fourth plus three fourths is a whole.,1.0,
239_37,239,12027,I did 4 times 8.  That would equal the 32.,0.0,
2406_216,2406,11032,Teacher can you please help me with the work?,0.0,
773_150,773,12041,[Inaudible] What two fractions could [inaudible] have written?,0.0,from transcript
2693_113,2693,12042,Because I counted the blocks before I colored them in.,1.0,
2917_94,2917,11063,Do you have to draw all the [squares in the middle of three pizzas]?,0.0,
177_435,177,14031,"Well, I can’t – I’m kind of really struggling.",0.0,
488_262,488,14054,I multiplied 75 and 25 hundredths by 16 because one gallon equals 16 cups.,1.0,
138_90,138,11020,"We only have to do one number line, or two?",0.0,
4628_274,4628,11056,"I got 50.  I got two fifths, three fifths –",0.0,
336_302,336,14096,"Like, but, I mean, it’s like when they make one do we have to –",0.0,
2298_220,2298,11047,Would this be all right what I did to get the [inaudible]?,0.0,
908_58,908,14089,And if you had a remainder you would add the remainder at the end.,0.0,
4009_224,4009,14078,There’s not – the seven is not in the thousandths place because there’s no seven in the –,1.0,
853_394,853,14032,"I made a mistake, so I crossed it out.",0.0,
2817_222,2817,11048,I said I had passed the half and he [inaudible].,1.0,
2296_321,2296,11076,It turns into a 10 and the 1 goes over to the 3 [inaudible].,0.0,
4661_412,4661,12019,"Is it?  Is [inaudible], can it be four, two?",0.0,
883_166,883,12026,If it’s going into a loop – [Inaudible].,0.0,
823_165,823,14046,But wouldn't it be both of the 11th or just one?,1.0,
2272_137,2272,14021,It doesn’t matter if it’s [inaudible].,1.0,
2521_312,2521,14034,So technically the decimals go do here so it’d be 1 whole 7 wholes and 4 10ths.,0.0,
204_96,204,11059,"Start at 73.  How many steps is it to 10,000?",0.0,
4358_281,4358,12014,Because he was telling me and it was wrong.  He told me this one too.,0.0,
4022_166,4022,14121,It’s a [inaudible] two sides of a rectangle are [inaudible].,0.0,
204_360,204,11059,Jump up by—jump up by your hundreds place value.,0.0,
2593_379,2593,11043,"He looks at the numbers more closely and [inaudible] and if he pus six and four, that will make 10, so he’ll carry the one [inaudible].",1.0,
2518_234,2518,12056,You have to divide the 60 by 2.,0.0,
2471_166,2471,11049,I put my name on the wrong page.,0.0,
458_305,458,11061,"We got 4 by 7.  It's 1, 2, 3, 4, 5—",0.0,
79_7,79,11061,Do we have to write the number [inaudible]?,0.0,
138_78,138,11020,"He started with 1,000, and he subtracted the number that he was adding, the number – how many miles he was going.",1.0,
2134_172,2134,14035,"But it doesn’t make sense how one [inaudible] is thirty-three percent, and then -",1.0,
937_83,937,13095,It helps you simplify because when you do your division and multiplication you'll have a better chance of getting the right answer.,1.0,
4631_199,4631,11075,24 divided by 8 is 3 and Ethan gave Ruby 3.,0.0,
726_622,726,14067,Do we have to do it on the back?,0.0,
2662_60,2662,14094,"It's like the square rectangle.  A circle can be a rectangle, but a rectangle can't be a circle.",1.0,
1073_184,1073,13009,I don't think I got that one right.,0.0,
4036_105,4036,14094,"Can we use the whiteboard for like, scratch paper?",0.0,
1119_309,1119,12017,"First, [inaudible] – I didn't write it [inaudible].",0.0,
2596_144,2596,14056,I already told you 12 divided by 2 is 24.,0.0,
4530_161,4530,14114,Is there a trick to writing 12?  I know there’s a trick for 11.,0.0,
4660_5,4660,12040,So that you know how we got our answer.,0.0,
16_261,16,11055,"I’m gonna do 3 times 8, and then I’m gonna do [inaudible].",0.0,
569_285,569,11058,You do know that she e-mailed you one more page.,0.0,
4690_146,4690,12016,Because if you get like two cups of water [Inaudible].,1.0,
2628_135,2628,13071,It’s right here. That’s a bar graph.,0.0,
4092_174,4092,11022,Explain how you can use the digits in the diagram to find the biggest factor that 30 and 36 have in common.,0.0,
4009_85,4009,14078,"That’s ten tenths, which makes a hundred.",0.0,
4266_560,4266,14037,"Okay.  There’s my little formula signs.  All that good stuff. Okay.  Hmm, what’s my common denominator going to be?",0.0,Sounds like this might be the teacher talking.
2201_178,2201,11073,Because a $5 is lesser than a $20 bill.  [Inaudible].,1.0,
111_188,111,11045,On the first one or the second one?,0.0,
4034_164,4034,14116,"[Inaudible] hundred eight tenths, divided by one point six. One whole and six-tenths.  And then I did, I moved the decimal -",0.0,
988_560,988,12013,So we can do that plus that?  I get it.,0.0,
266_64,266,14025,Can we make the dot a little more bigger?,0.0,
4538_71,4538,14098,How do you know if it’s units?,1.0,
4416_33,4416,13023,"6 divided by 3 is 2, then you multiply 2 by 4.",0.0,
359_200,359,14089,"And, you know, in the [Inaudible] there’s lines.",0.0,
577_94,577,11043,[Inaudible] They’re both missing one piece.  One eighth is smaller than one sixths.,1.0,
2423_51,2423,11031,Mm-hmm.  And I knew that was 12.,0.0,
2986_253,2986,12007,Can I go up on the front table?,0.0,
32_140,32,11025,This whole thing is one-sixth and this one is the one that’s shaded in.,0.0,
76_197,76,11030,But I did it but with a denominator of six.,0.0,
1064_176,1064,11050,And the one half – and the half is the fraction.,0.0,
592_196,592,14082,But it's kind of the same thing.,0.0,
2084_183,2084,14093,"Put a zero at the bottom and then do 4 times 1.  Put it at the bottom.  And then do 2 times 1.  Put it at the bottom, too, and add it up.  2 times zero is 2.  7 plus 4 is 11.  Put the 1 at the bottom and carry the 1 above the 2.  Then do 2 plus 1 equals 3 [inaudible].",0.0,
302_341,302,14074,And when you simplify 5/8 it’s 2/3.,0.0,
634_269,634,14015,"I got A, but I didn’t [inaudible].",0.0,
2690_249,2690,12016,[Can you do like two-fourths and one-fourth in fractions?],0.0,
2220_330,2220,14009,Where are we going to have recess in her room?,0.0,
2466_261,2466,11014,He's just breaking the numbers down to make it easier for him.,1.0,
937_263,937,13095,"The LCD is 10 and we multiplied the number and they both equal 8, and we got [inaudible] mixed number.  It was one and [inaudible] and we simplified the number to get it.",0.0,
2393_405,2393,11004,"640 plus 6,700 plus 100 and 800 is 100,000.",0.0,
2709_259,2709,14022,And we're supposed to draw the third one?,0.0,
4045_39,4045,14042,Me and Student C were playing on the [inaudible].,0.0,
2178_209,2178,12032,2 plus 10 is 12.  4 times 5 is 20.  4 times 2 is 8.  8 plus 2 is 10.,0.0,
2007_69,2007,14079,Student A wants to know if we can share the bar graph.,0.0,
574_373,574,11004,"I made a prediction and I thought it would be, the yellows would be like seven because there is more yellows than blues, but it turned out to be equal.",1.0,
4536_15,4536,14029,"First they have to find the common denominator, and then you divide it.",0.0,
4535_990,4535,14115,"Words?  All you got to do is [inaudible], and “A” is that.",0.0,
35_339,35,11014,The base of the original was twenty-four and since there was two layers [inaudible] we did twenty-four by two which brought us to forty-eight and here the base is –,1.0,
2231_33,2231,14123,And they hiked one and one fourth miles after lunch.,0.0,
1094_282,1094,13018,I know a difference.  A difference is that the pyramids have – prisms don’t have – pyramids have the thing that it comes up at one point at the top.,1.0,
371_12,371,14070,Line has two areas but line segment only has [Inaudible].,1.0,
2817_3,2817,11048,A landmark is a number that you can add just to get to like – so it can be easier to add.,0.0,
2979_39,2979,12032,Six hundred and thirty-seven and eight tenths.,0.0,
4660_320,4660,12040,You could compare it by how big the pieces are.,1.0,
2028_85,2028,14012,Are you gonna put the number in the median and that's this one.,0.0,
2852_29,2852,11076,Four times three equals 12 [inaudible] times three equals [inaudible].,0.0,
25_266,25,11013,"Okay, now they said, they’re learning four.",0.0,
3032_47,3032,13071,I knew someone that made a book bag.,0.0,
4035_191,4035,14035,So do we have to make our own?,0.0,
2028_176,2028,14012,You can't start when the teacher is doing it because you never know what number is coming next.  It might be greater than the one you start with.,0.0,
4084_165,4084,11077,[Inaudible] because it said how many apples are there.,1.0,
4109_27,4109,11070,"I don’t think so, because if [inaudible] of a polygon, it won’t be just five sides.  It will be more than five.",1.0,
33_77,33,11001,"We’re going to work on Set D? [Students all working on their own, lots of noise, teacher going around helping students individually, inaudible.]",0.0,
2610_85,2610,12059,"Because I looked at Student S’s, and it was one person that had the same shirt.  And then I counted them all together as the denominator.",1.0,
4419_410,4419,14062,I did [inaudible] looks like [inaudible].  Can I do it on the back?,0.0,
332_264,332,14056,"Since it’s area, it would have to be something – something that can make 24.",1.0,
4267_170,4267,14033,Did I prove how I got my answer?  Can I do it another way?,0.0,
206_8,206,11029,What if we don’t have it done?,0.0,
222_76,222,14095,I just noticed that whatever number there is that’s how many pieces there are.,1.0,
2255_743,2255,11014,5 times 20 times 1 times 2 times 2.,0.0,
2470_27,2470,11059,If the denominator is half is – if the number is less [than the] denominator is half [than less than half].,1.0,
109_74,109,11027,"For a number sentence, to get to that amount, I would say – I already have—",0.0,
70_82,70,11018,How much have we skip counted by?  There’s 20.,0.0,
2121_25,2121,14004,"Because three tenths would also be 30 because 10, 20, 30.",1.0,
57_219,57,11007,"My sister, she was walking before and her hair was in the back and you couldn’t see the roundness and it looked like she was bald.",0.0,
501_43,501,14013,"Can two 3D figures have the same volume or two flat figures have the same area, does that mean that they are the same size?",1.0,
4205_411,4205,14116,[Inaudible] mixed four and one half of blue paint and two and one sixth of white paint.  [Inaudible].  So they ask for a number sentence.,0.0,
2132_291,2132,14105,And then we leave five-sixths the same.,0.0,
238_148,238,12004,"You could also – if you didn’t have [Inaudible] take it from the half, since a half is 50 percent and one-third is 33.33 percent, then [Inaudible]",1.0,
13_227,13,11057,"They’re the same, right? And so are these, see? So how can you write a formula, if you can write a formula to find surface area.  Something that’s easier than doing one side at a time.  Think about it.   Yes? [0:53:00]",0.0,This sounds like the teacher talking not the student.
2123_309,2123,12024,I was just gonna say that I had [inaudible].,0.0,
576_101,576,11040,"Because after this is this, so I know that this—",0.0,
2358_90,2358,11061,I know why he [inaudible] because 12x8 is 96+8 equals  the  same answer and 13x8 is [inaudible].,1.0,
998_3,998,13079,I didn't write it but I didn't.,0.0,
334_207,334,11046,"From the 597, because if you round 597 to one hundreds it will get you to 600.",1.0,
769_137,769,12031,"This is good, but this one for [inaudible].",0.0,
84_148,84,13082,[Inaudible] this survey 48 visitors have [inaudible] to visit the park.  He used a picture graph to show the results.,0.0,
2764_483,2764,11040,"[Inaudible].  [Mumbling.]  Ooh, that’s a good one.  [Students working on problem].  [Inaudible].",0.0,
364_32,364,14067,"A line keeps going on for a long time and it never stops, and a line segment has an ending point.",1.0,
455_222,455,11001,"It tells you like how much someone's getting, like how much of what number they're getting.",0.0,
920_78,920,14062,"I put 500 then 500, 600 on 600 and 900 on the 900, and it came out to 2,000—",0.0,
4054_152,4054,14053,"The only thing – it was a great problem.  Great the way you did it.  The only thing I don’t understand is like, the adding part, because you’re kind of doing data that you don’t need, so I really don’t understand why you added.",1.0,
2134_315,2134,14035,"I used this to make it into half, then I added -",0.0,
3035_103,3035,13095,"That a half, you have to divide it.  Half is half of a whole.",0.0,
4109_39,4109,11070,A vertice is a point where two points – where—,0.0,
849_91,849,12033,What if somebody picks the same thing and like –,0.0,
2397_89,2397,11048,"It says than the chair, I thought since than like mean like how much more.",1.0,
4024_196,4024,14114,You could just take out the decimal and [inaudible].,0.0,
2201_371,2201,11073,Seven eighths is bigger because it has more pieces and the pieces are bigger.,1.0,
1161_135,1161,13078,It’s something to do with a duplicate of something?,0.0,
2789_223,2789,11050,"One-and six fives, because you only need one more to have six and six, and [inaudible] B.",1.0,
1062_379,1062,11037,"Okay, first I add all these up into third grade, fourth grade, fifth grade, and then I add all the students up.",0.0,
73_151,73,11032,"Because if you do one, two, three, [Inaudible].",0.0,
32_11,32,11025,[Inaudible] so a half of 6 equals [inaudible].,0.0,
642_122,642,14061,That means I have to write really small.,0.0,
2264_107,2264,12046,Cheyenne and her father baked 72 cookies for the school bake sale.  They plan to put them in bags of 4 cookies each. How many bags of cookies can they fill?,0.0,
77_123,77,11048,"I'll say – I'm going to do it for that one up there, the last one.",0.0,
964_288,964,14018,"Let me guess, this one’s going to be really hard.",0.0,
77_287,77,11048,"Well other people are laughing at him, not just me.",0.0,
2042_188,2042,14021,We're trying to find the middle number?,0.0,
2709_330,2709,14022,"Three and seven tenths is large three and sixty-five hundredths.  I know this because 10 times 10 is 100.  So 7 times 10 is 70, and 70 is greater than 65.",1.0,
1009_273,1009,14075,"But you won’t have problems dividing, you do all that work for dividing?",0.0,
75_154,75,11017,"How do you multiply mixed numbers with a number, like a fraction and a number put together, multiplied by another number?",0.0,
591_282,591,14035,Gallon is when you – how much an item can hold based on its space?,0.0,
240_29,240,12027,"Because [inaudible] size of the [inaudible] so if you put them down on paper, they will match up with the squares.",1.0,
4021_105,4021,14141,Then you multiply 7 times 4 and it’s 28.,0.0,
4333_347,4333,14131,One half divided by six is one half.,0.0,
2304_263,2304,12054,All right.  This one is like more [Inaudible].,0.0,
41_376,41,12001,The X goes first and the Y goes second.,0.0,
4632_40,4632,11070,"I was thinking the same thing as Student A, because it would be three people, and if you wanted a sandwich, then it would be – they would have to be one-fourth.",0.0,
4032_67,4032,14118,The top would be one tenth.  That would be one fifth.,0.0,
172_307,172,13002,"If you pull like from this side and this side and you pull it out, what’s the most likely colors would you get because there’s one green, one pink and there’s two whites.  So the answer will be white, 2 out of 15 will be white.",1.0,
2287_216,2287,13097,You have to trade the rhombus for two triangles because two triangles equals one rhombus.,1.0,
78_282,78,11004,We just take what we get.  We got 6.,0.0,
2817_114,2817,11048,"Two wholes and one fourth, and two wholes is bigger than one fourth.",0.0,
795_57,795,14050,Is it okay if we do it this way?,0.0,
4045_21,4045,14042,Will we be doing that from now on or just the rest of today?,0.0,
4628_152,4628,11056,So I did one ninth times two equals 18 and then –,0.0,
636_111,636,12021,The bus holds 40 people.  The car holds one-tenth as many.  How many people does the car hold?,0.0,
4535_507,4535,14115,"No, when you give $4.00, then they -",0.0,
2511_395,2511,12013,I think his and Student J's and his are too low.,0.0,
4342_184,4342,12008,Can I go put this in my [inaudible]?,0.0,
2741_65,2741,14045,"And then 3 can’t go into 0, so you have to put a 0.  So I have to put a 0 up there and 3 could go into 9 3 times so you have to put a 3 up there.",1.0,
8_306,8,11022,"Okay.  So, the 6 is doubled to 12 and then the 1 and the 2 is half or the 1.",0.0,
66_149,66,12017,Less is the smallest and that is the biggest.,0.0,
2442_11,2442,14003,She then divided the remaining pencils among her 5 best friends.  How many pencils will each friend get?,0.0,
2483_290,2483,11076,"When you have a number like 6.25, then there’s a dot to the right of the number.",0.0,
2193_144,2193,11053,There were 15 boxes.  Each box has 2 candies.  How many candies do they have in all?,0.0,
998_133,998,13079,That was you.  I’m minding my own stuff.,0.0,
2469_126,2469,11047,"The way that I know it equals 32, like, 16 plus 16 is because if you take off a ten and swap it [inaudible].",1.0,
2817_89,2817,11048,"If you take the denominator and divide it by the numerator, it will equal the numerator again.",0.0,
4665_337,4665,13092,"Well, I’m putting all my multiples of eight, five, and four.",0.0,
488_273,488,14054,I solved this problem by multiplying 75 and 25 hundredths by 16.,0.0,
208_596,208,11004,"Yeah, because [inaudible] we can go that.  We can do that and then we can do this one.",0.0,
2687_77,2687,11069,Because she doesn’t [inaudible].  What I [inaudible] six.,1.0,
4660_26,4660,12040,Not really.  I chose B.  But I think I probably just made an adding mistake.,0.0,
81_306,81,11016,‘Cause I knew that there were eight [Inaudible] and I know that three times four is [Inaudible].,1.0,
624_280,624,14050,"We’re—I mean, what should I do with this extra one?",0.0,
3032_36,3032,13071,It’s her garden because she works in it.,0.0,
4331_306,4331,14078,[Crosstalk]. team.  We also have a soccer club.  We have intramurals which has all the sports.  Yes?,0.0,
4665_508,4665,13092,"- the same numerators?  Now that they have all the same numerators, we had to depend on the denominators.  The biggest denominator was like, in a pie, the biggest denominator is the … is the most … is the most … is the smallest pieces.  And your fraction -",1.0,
800_98,800,14053,I had to turn it counterclockwise to get it to open.,0.0,
823_124,823,14046,"I mean like instead of numbers like 86, 55, 33 [Inaudible] could it be 33, 55 and 86 [Inaudible] 86, 55 and 33.",0.0,
2816_77,2816,11004,"The first combination, one eighth plus one sixth plus one eighth, then two eighths, the second combination you did one half plus two eighths plus one sixth plus one fourth.",0.0,
2632_167,2632,11063,"I’m trying right now, but I don’t know where to put the -",0.0,
2062_205,2062,14119,It's telling us how much each group has.,1.0,
620_264,620,14092,First the…the first one I multiplied 2 times 2 point…I mean 4 times 2 point 5 and I got…,0.0,
4415_25,4415,13098,[Inaudible].  You can get multiple things and make sure you have enough money.,0.0,
2491_202,2491,14054,I’m glad you got the clock back on the wall.,0.0,
515_175,515,14090,"Be a man. and I want you to get started on page 445, number 1 all the way through 447, number 29.  Get started with the proper heading.  I'm coming around and I'm going to check the proper heading.  Then I'm going to come around and make sure you've got the proper formula written first next to each one of them.  Then I'm going to come around and make sure you are interpreting the formula properly by substituting the proper numbers for the proper letters in the formula.  Then I'm going to come around another time and we are going to check and make sure that you've got the correct answers.  Remember, it's got to go down one, two, three are vertically positioned on your paper.  Anything other than the quality of work you've been turning in will not be acceptable and you will be degree doing it at lunch. It's that simple.",0.0,Definitely all teacher talk
4358_89,4358,12014,"1, 2, 3, 4, 5, 6, 7, 8.",0.0,
1146_60,1146,11045,"It could, like, stay at a steady pace.",1.0,
4200_165,4200,14016,And 2/12 is equivalent to 1/6.,0.0,
659_26,659,14048,3 and 5 – I mean 3 and 10.,0.0,
526_383,526,14076,"Oh, wait, the total?  I thought it meant both sides have to equal 30.",0.0,
2739_93,2739,14124,We’re doing both.  [Students working on problem].,0.0,
4362_98,4362,12015,– we can't work on the same one.  It's like probably doing separate.,0.0,
4262_153,4262,14114,I thought it was one and a half but it was actually just 1.,0.0,
1015_50,1015,14012,"Yeah.  [Inaudible]  and when you divide any number, there will be no remainder.",0.0,
2739_368,2739,14124,Because 500 is going to be too much.  It’s going to overflow.,1.0,
622_127,622,14031,"Do we have to put money in the categories?  ‘Cause I got clothes, movies, and food.  I put $90 in clothes and $10 in food.",0.0,
553_4,553,14016,"Blue, green, blue, and two greens.  And then blue, green, and three greens.",1.0,
2470_97,2470,11059,And then you could shade in all the boxes.,0.0,
183_118,183,14102,I'm breathing under water a little bit.,0.0,
1007_215,1007,14087,"[Inaudible] I chose one tenth.  So, one tenth equals zero [Inaudible].  Ten percent.  Number 2, I chose three fourths is 7½ percent but there was a [Inaudible].  For Number 3 I chose one eighth.",0.0,
1046_11,1046,12007,Teacher mines at home because I left mine. Oh wait I didn’t get it.,0.0,
2610_242,2610,12059,She said that six was a half of twelve.,0.0,
2273_106,2273,14104,"He's doing the clown one.  That one would probably take a little less time than this one, but you can't do it.",0.0,
299_181,299,14048,"When we rotate, do we take the paper?",0.0,
2047_196,2047,14106,That it's going to be a line graph.,0.0,
2136_281,2136,14080,You said this was our test for [inaudible].,0.0,
569_155,569,11058,Fourths and eighths?  We’re using fourths and eighths?,0.0,
4202_95,4202,14029,We have this and we have this and it doesn’t fit.,0.0,
826_131,826,14029,I kind of came up with almost the same 'cause my height was still like 4 and my width between it is 2.  And my length is 2.  So [inaudible] 4 times 2 times 2 is 16.,1.0,
4424_464,4424,14106,"Can you sharpen my pencil, please?  Thank you.",0.0,
757_425,757,11049,"Goodbye darling, my name is Student K.  See you later.",0.0,
2626_245,2626,13095,"I wrote, I wrote—oh yeah I wrote my [inaudible] better.",0.0,
198_234,198,14033,"Um, you find the area of the small triangle and the area of the big triangle and then subtract the small triangle from it.",0.0,
4163_332,4163,14094,"I grabbed three brownies, and then I cut them.",0.0,
771_159,771,12038,You know what I mean?  Like write it right next to it.,0.0,
386_632,386,14002,"Can I tell you know, I don’t understand from my homework this one.",0.0,
1029_224,1029,13062,That's where I divide the 2 into the 48.,0.0,
1100_319,1100,13019,I keep forgetting which number that you keep [inaudible].,0.0,
1064_490,1064,11050,Yes.  Three equal pieces and he ate two.,0.0,
771_286,771,12038,"It’s one line, then biggest to littlest.",0.0,
575_91,575,11029,"I, that’s the, I would of gotten it if [Inaudible]",0.0,
844_5,844,14081,The numerator goes into the denominator and then [Inaudible]. If you have the whole you put like [Inaudible].,0.0,
2299_52,2299,11067,That she can put 12 in one box.,0.0,
2390_241,2390,11055,The third week they collected 147 more seashells.,0.0,
511_127,511,14003,Is it okay if I do those the same?,0.0,
4238_284,4238,14136,The iPod’s length is five and one half.  The Samsung’s length is—,0.0,
2201_122,2201,11073,"Because you need more pieces – since one eighth is smaller a piece, you'll need more pieces to –",1.0,
2591_4,2591,11009,"Actually, the problem they want you to solve is –",0.0,
210_381,210,14005,"Yeah, we – I was – well, I read the first part of the [inaudible] but I didn’t get to [inaudible].",0.0,
23_47,23,11042,"Do you like the – I mean, the ladder on the bottom or –",0.0,
2157_181,2157,14011,Jody and Albert are putting photos in a photo album.  They have 150 pages to fill and they will place 4 photos on each page.  How many complete pages will they have?,0.0,
353_254,353,14052,Can we [inaudible] because we’re already done with the marbles?,0.0,
2059_58,2059,14125,I have six.  I didn't count my brother.,0.0,
536_318,536,11023,I learned that if you want to get two-thirds you just count and –,0.0,
2199_53,2199,11025,"We said that 2/8 equals ¼, so we thought it would be a good idea to take 2/8 from the 1/8 to move the ¼, because then you’re only ¼ away from the whole.  And then you grab the rest of the 1/8, the last 1/8, and move to 3/8.",1.0,
239_31,239,12027,It's where you arrange who's going to be in which chairs.,0.0,
456_163,456,11062,"Really?  I think [Inaudible] split the brownie up, [Inaudible]",0.0,
814_397,814,12043,I like how Student S did it.  That’s pretty cool.,0.0,
2571_259,2571,11004,I knew it was going to be – I knew the answer was going to be closer to 20 instead of 10 because 216 so closer to 20 than it is to 120.,1.0,
82_315,82,11062,We measured each edge and after we got – we measured the length and then we measured the width.,0.0,
2853_132,2853,11070,"First I did five sixths and I  did  six  groups  and  shaded  in five, and did seven eighths and  I  did  eight  groups  and shaded in seven, and I was still working on my answer,  but so far what I thought  it  was,  was  one  whole  and  four sixths.  That's what I got so far.",,
69_274,69,11051,You can’t figure out which way you’re gonna go to.,0.0,
2569_21,2569,11075,"Place value and, well, how to get to [inaudible] things of what Student D said about getting to 1,000, place value and number lines.",0.0,
1067_180,1067,13004,"She thought she could just add because the negative is higher. She thought she could just add the positive with the negative and equal another negative but – yeah, equal another positive but she couldn't, but she had to – how could I say it?",1.0,
577_252,577,11043,Oh.  You can’t pick up the one.,0.0,
2817_83,2817,11048,"You can tell that because if you just add the numerator, the answer will be the denominator.",1.0,
2265_14,2265,12041,My answer – our answer is one hundred and sixty-one.,0.0,
63_316,63,12003,Is Student S allowed to go to reading group today?,0.0,
620_247,620,14092,We have a Student R checking over it to make sure.,0.0,
624_41,624,14050,"The intersecting line is basically a perpendicular line.  It’s just like slanted over to the side but if you like turned it back straight, it would be a perpendicular.",1.0,
2625_179,2625,13098,Two times two times two times two is [inaudible].,0.0,
2776_35,2776,11011,"Hundreds place.  Good.  Very good.  I’m gonna show you a transparency up here on the overhead. Can everybody see?  You have the same page on your desk.  It’s Unit 6, page 35.  We see it says right over here, what’s the title of this transparency?  What’s the title, Student A?",0.0,This is all teacher talk.
4092_73,4092,11022,I say no because every multiple of 2 means that it has a half.,1.0,
726_596,726,14067,"48 divided by two is two, four, that’d be ten?",0.0,
1056_13,1056,13062,"When you start out with the number ten, every time you see a different exponent that’s how many zeros you have to put behind the 10.",1.0,
659_24,659,14048,My height was 6 and my base was 5.,0.0,
578_259,578,11048,Put a four on top of the six?,0.0,
2200_191,2200,11074,"Because I know that four-eighths equals half, so one more would make in [inaudible].",1.0,
4387_23,4387,14011,That we’re going to be working a lot with hundredths.,0.0,
1053_3,1053,13012,I mean mean multiply factors using a paper folder around—,0.0,
905_531,905,13043,"[Inaudible] – keep hitting this knee, I’m not gonna be able to – [Inaudible].",0.0,
448_287,448,11015,"I got just – I got, um, seven tenths and Student K, she got [inaudible].",0.0,
2977_160,2977,12030,How long until this is over?  Until the camera thing is over?,0.0,
4092_282,4092,11022,2 times 3 equals 6.  1 times 2 equals 2.,0.0,
210_50,210,14005,"The decimals, like they I mean, yeah the decimals, they have that like decimal in it.  Then the fractions, they have that line in between.",0.0,
4490_90,4490,14063,Two pumpkins and two packages of radishes and two pumpkin seeds.,0.0,
64_213,64,12011,Two out of four are wearing designer [inaudible].,0.0,
337_171,337,14030,No.  He’s not playing.  We’re doing 35 times –,0.0,
952_69,952,12020,The quotient is the answer you get when you divide.,0.0,
2675_198,2675,14035,You’re going to multiply 3.14 times the diameter.,0.0,
2374_420,2374,11070,"I'm doing both, and then I'm going to spread them out.",0.0,
2401_7,2401,11056,Students will be able to discuss their thinking in a group.,0.0,
4364_18,4364,12024,It's probably going to take up a lot of space.,0.0,
4239_259,4239,14093,"“One afternoon Mr. and Mrs. Baxter and their three children were busy working outside in their garden.  Mrs. Baxter was feeling hungry, so she went into the kitchen where there was a plate full of cookies.  She ate one-sixth of the cookies and then went back to work. Mr. Baxter was feeling hungry, so he went inside and he ate one-fifth of the remaining cookies, then went back to work.  Next, Anna was feeling hungry.  So she went inside and ate one- fourth of the cookies that were left on the plate and then went back to work.  Then Tyler was feeling hungry.”",0.0,
63_172,63,12003,"Like, if you count by five [Inaudible] nine –",0.0,
